буыну,B1,0
прагматикалық,B1,B2
қарастырылу,B1,0
археологиялық,B2,0
думан,B2,d
қошеметтеу,A2,u
графика,B2,0
небәрі,B2,d
ұқсату,B2,d
діңгек,B1,0
сомдау,B2,u
үю,B2,0
сөйтіп,A2,u
кальций,B2,0
үлгерім,B2,d
шаттық,B2,0
тексерілу,B2,d
әлдене,B2,d
танау,B2,A2
шылау,B2,0
ерен,B2,0
қарулану,B2,d
жүйелеу,B1,0
жарысу,B2,A2
ұқтыру,B1,0
биржа,B1,u
қарар,B2,0
ойласу,B2,d
макроэкономика,B1,u
килограмм,B2,A2
үйір,B2,d
тәте,B1,A1
құрт,B1,d
есу,B2,0
құлан,B2,d
тосын,B1,u
башқұрт,B2,d
бейнелі,B1,u
есею,B2,d
пейіл,B2,0
семіз,B2,A2
өрбіу,B1,u
білу,B1,A2
түсім,B1,0
таспа,B2,u
таму,B1,0
жадырау,B2,d
геологиялық,B2,0
кәде,B2,0
комсомол,B2,0
жұғу,B2,d
хош,B1,u
дәлдік,B2,d
маржан,B2,0
былтырғы,B2,A2
ізгі,B1,0
әтеш,B1,d
ведомстволық,B2,0
мадақтау,B2,d
бұрылыс,B1,A2
параметр,B2,d
серке,B2,A2
будандастыру,B2,0
қайғыру,B1,0
өздігінен,B2,d
өмірлік,B1,0
теңестірілу,B2,d
масштаб,B2,d
канал,B2,A2
түсте,B2,A2
зәре,B1,u
леп,B1,u
еңсе,B2,u
артылу,B1,0
аккредиттеу,B1,u
небір,B1,u
айбын,B1,0
бөлену,B1,u
бекіу,B1,
зейін,B2,0
мұндағы,B1,0
әдебиетші,B1,0
шатақ,A2,B2
дорба,B1,d
тақырыптық,B2,0
жапон,B1,0
саңырауқұлақ,B2,A2
менен,B1,C1
қамтию,A2,
азбан,A2,u
композиция,B2,0
қарсаң,B1,0
қатыгез,B2,d
физик,B2,d
жаршы,B1,0
безу,B2,u
толағай,B2,0
қорек,B2,d
өтеу,B1,0
дуал,B2,d
алюминий,B2,0
қолжетімділік,B1,0
тұрақтау,B2,d
іссапар,B2,d
шыр,B2,0
наным,B2,0
мұнай-газ,B1,0
құйын,B1,0
құлпыру,B1,0
жиек,B2,d
ардақтау,B2,0
мойыу,B1,
алтыбақан,B2,d
ескек,B1,u
ертедегі,B2,d
қалжырау,B2,0
кешкілік,B2,d
талшық,B2,0
даңғыл,B2,A2
бетер,B1,0
инспектор,B1,0
қауіпсіз,B1,d
үш-төрт,B1,d
атандай,B1,C1
кернеу,B2,0
жеткіліксіз,B1,0
перде,B1,d
туыстық,B2,d
бейхабар,B1,u
мәжбүрлеу,B2,d
артқы,B2,d
кластер,B1,0
түсірілу,B1,0
түрлену,B2,0
бармақ,B2,A2
ұнтақ,B2,d
нық,B1,u
оттек,B2,d
елу-алпыс,B1,d
желім,B2,d
валюталық,B1,u
қаһар,B1,u
олқы,B1,C1
күллі,B1,0
материк,B1,0
омыртқа,B2,d
еркімен,B2,0
соқтыру,B2,d
сақина,B2,A2
жүгері,B2,A2
еліку,B2,
айырым,B1,0
егіс,B2,0
еңіреу,B1,0
камера,B1,d
ұйымдастырушылық,B1,0
бүлік,B2,0
бұрын-соңды,B1,0
түсініктеме,B1,0
мораль,B1,u
бу,B1,0
сүріну,B2,d
кесе,B1,A2
поэтикалық,B1,C1
сырлы,B2,0
нығаю,B2,0
ардақты,B1,0
ілік,B2,u
ерігіштік,B2,0
ескертпе,B2,d
тәлім-тәрбие,B2,0
фразеологизм,B1,u
түз,B1,u
құрыу,B1,
емен,B1,0
ауған,B1,0
серпіу,B1,
өрмелеу,B2,A2
үзіліс,B2,A2
ашықтық,B2,d
меңгерілу,B2,d
мөр,B2,0
кристалл,B2,C1
тыным,B1,0
қалтырау,B1,0
жақтыру,B1,0
аламан,B1,C1
бүркеншік,B2,0
шалқар,B2,0
жаубасар,A2,
жанұя,B2,d
ықтималдылық,B2,0
әлдебір,B2,0
цикл,B1,0
хайуан,B2,0
тұла,B1,C1
шеру,B1,u
,,
бозбала,B2,0
торыу,B2,
көрнектілік,B2,u
қаңлы,B2,0
әрекеттесуші,B2,
бірталай,B1,u
шуақ,B1,0
байып,B1,C1
мерей,B2,0
сүйкімді,B1,A2
жеделдету,B1,u
пиғыл,B1,C1
қисаю,B1,0
маркетинг,B1,u
өткеру,B2,0
үндестік,B2,0
тұқыру,B1,C1
кеңесу,B1,0
әмбебап,B1,u
потенциал,B2,0
төзу,B1,0
әсерлі,B2,d
аңырау,B1,u
алым,B2,0
кезіку,B2,
күрке,B2,0
талапты,B2,0
қауырсын,B2,d
құшақтасу,B2,d
пауза,A2,u
құсу,B2,d
сөзсіз,B1,0
қап-қара,B1,0
мөлшерлік,B1,0
түнек,B2,0
салмақты,B1,0
белбеу,B2,A2
катализатор,B2,0
біріншіден,B2,d
айтпақшы,B1,d
жөнелту,B1,0
ілгерілеу,B1,u
жолдама,B1,0
этнография,B2,C1
пирамида,B2,d
дереккөз,B2,0
жеке-жеке,B1,0
ұсталу,B1,0
үрлеу,B2,d
эфир,B2,0
реңк,B1,u
ауызекі,B1,u
айналайын,B1,A2
кітапханашы,B2,d
қарғыс,B2,0
кеніш,B2,u
алақай,A2,0
шіріу,B1,
бұрмалану,B2,u
диссертация,B1,u
жеткізуші,B1,0
бұзық,B1,d
бейсенбі,B2,A1
бәле,B1,d
амалдау,B1,u
құрбандық,B2,d
алғыр,B2,A2
қабір,B1,u
алыстау,B2,A2
сермеу,B1,u
бес-алты,B1,A2
әзірше,B1,d
үдеу,B1,0
тәуелділік,B2,d
келтек,A1,B1
мәтел,B2,0
қамалу,B1,0
полюс,B2,0
алдындағы,B2,d
бөрене,B1,d
бригада,B2,d
қия,B2,u
жейде,B2,A2
оп-оңай,B2,A2
оркестр,B1,0
тұнба,B2,0
жезтырнақ,A2,B2
жүдеу,B2,d
қонақүй,B1,A2
константа,B2,0
нәтижелі,B1,0
мән-мағына,B1,0
үру,B2,A2
біліну,B2,d
осынша,B1,A2
байтақ,B2,0
атқылау,B2,d
аяңдау,B1,C1
майлы,B2,d
жаттықтыру,B2,A2
кетіру,B1,d
коммунистік,B2,0
қорғасын,B2,d
картоп,B2,A2
тау-кен,B2,d
атажұрт,B1,0
сықылды,B1,u
таблица,B2,d
қыдыру,B1,A2
уақытылы,B1,
көпес,B2,0
өтілу,B1,u
зират,B2,B1
көгеру,B1,0
күмбез,B1,0
тапшылық,B1,0
жарақтандыру,B1,0
сегізінші,B1,A2
порт,B2,d
жалын,B1,0
батпақ,B2,A2
күрек,B1,0
сойылу,B2,d
көр,B2,0
қасқа,B1,u
уәзір,B1,0
біршама,B1,0
пана,B1,u
ойын-сауық,B2,0
түнсіз,B1,
бұта,B1,0
фермер,B1,0
тағалау,B1,0
домалақ,B2,A2
кішігірім,B1,0
уыс,B1,0
кафедра,B2,d
жұмылу,B1,d
мекендеу,B2,A2
алқым,B1,0
сыпайы,B2,d
арақатынас,B2,0
территория,B1,0
қал,B1,0
сору,B2,A2
ризашылық,B1,0
аялдама,B2,A2
реформалау,B1,C1
ырым,B2,d
түстену,B1,u
шоқыту,B2,d
шалғай,B2,u
сауда-экономикалық,B2,0
әндету,B1,d
іліку,B1,
қасық,B1,A2
кеп,B1,
қымбатты,B1,A2
функционалды,B1,u
жүлдегер,B1,0
шегарашы,B2,d
серт,B2,
өй,B1,d
айыпталушы,B1,u
қомақты,B1,u
көбінесе,B2,d
таяуда,B1,u
мәміле,B1,u
қыртыстану,B1,0
дерлік,B1,0
бағдарлау,B2,d
жаңғақ,B2,A2
атқарылу,B1,0
вагон,B2,A2
әжей,B1,A2
сабау,B2,d
массалық,B2,0
әдістемелік,B1,u
таяну,B2,0
ұшырату,B2,0
қай-қайдағы,B1,u
қулық,B1,0
музей,B2,A2
қарқылдау,B1,u
мейірімділік,B2,d
ұрыну,B1,0
қоқыс,B1,A2
сульфат,B2,0
сөре,B2,A2
төркін,B2,0
градус,B2,A2
ішімдік,B2,d
ұстаздық,B1,u
полигон,B1,0
қосақ,B1,u
негіздеу,B2,0
қызылша,B2,A2
алғы,B2,d
ойпат,B2,0
қудалау,B2,C1
салат,B1,d
жауыздық,B2,0
тоңу,B1,d
серия,B1,0
мал-мүлік,B2,d
зымырау,B2,A2
бейтарап,B2,d
синоним,B1,u
тәжірибелі,B1,0
жасасу,B2,
қоғамдастық,B1,0
идеялық,B1,u
қайта-қайта,B1,d
тақау,B1,u
кінәлау,B2,A2
жеңіліс,B2,A2
лирикалық,B2,u
жұқа,B2,A2
әуелгі,B1,
өру,B2,
сырғанау,B2,
шөгінді,B2,
керілу,B2,
еркелеу,B2,
ағару,B1,
тұншығу,B2,
әлбетте,B1,
ермек,B1,
орден,B1,
масқаралау,B1,
банды,B1,
наз,A2,
акционерлік,B1,
көжек,B1,
сүйсіну,B1,
жолақ,B2,
тырнақ,B1,
ар-намыс,B2,
өткел,B2,
қауіп-қатер,B2,
ауылды,B2,
сәтсіздік,B2,
мазалау,B1,
құқай,B1,
күйші,B1,0
құрылғы,B2,
ырыс,B2,
сыныптас,B2,A2
танк,B1,
шақты,B1,
ұйғару,B1,
еншілес,B1,
жарқылдау,B2,
кесім,B1,
дені,B1,
жарамды,B1,
трагедия,B2,
кооперация,B1,
ықтияр,B1,
тамашалау,B1,
хаттамалық,B2,
арлан,B1,
серуен,B1,
нар,B2,
тұну,B2,
секунд,B2,
ірімшік,B2,
өң,B1,
бұқаралық,B1,
түрлі-түсті,B1,
абайлау,B1,
жәшік,B1,
емхана,B1,
ісік,B2,
екпінді,B1,
шымылдық,B1,
тіркелу,B1,
сілкіну,B2,
қаріп,B2,
одағай,B1,
эссе,B2,
тағылу,B1,
теру,B2,
бағдаршам,B1,
қоңыз,B1,
бойлы,B1,
социализм,B1,
бәлки,B1,
білікті,B1,
ұзату,B2,
шапалақтау,B2,
мін,B1,
сел,B2,
үнсіз,B1,
жанар,B1,
асылу,B2,
сабын,B2,
қауіптену,B1,
үміттену,B1,
қасында,B2,
шайнау,B1,
субсидия,B1,
дума,B2,
сексен,B2,
біртүрлі,B1,
анион,B2,
тарқау,B1,
хабарландыру,B1,
зергер,B2,
сараптамалық,B1,
каникул,B2,
ораза,B2,
ортағасырлық,B2,
қаймақ,B2,
жаңғыру,B1,
шашылу,B2,
семсер,B1,
кәмелет,B2,
қоғамдық-саяси,B1,
тату-тәтті,B2,
ықтимал,B1,
бұқа,B1,
полковник,B1,
өкінішті,B2,
егістік,B2,
шапқылау,B1,
бюро,B2,
ұмтылыс,B1,
аққұба,A1,
жүзім,B2,
мән-жай,B1,
пір,B2,
жазалаушы,B2,
бұғы,B2,
жәбірленуші,B1,
монография,B1,
мектеп-интернат,B2,
тұрмыс-тіршілік,B1,
бәйбіше,B1,
көптеп,B2,
ұзару,B2,
уа,B1,
олимпиада,B1,
есепті,B1,
шапшаң,B1,
бақай,B1,
мөлдір,B1,
шкаф,B1,
өлі,B2,
мойындату,B1,
мазмұндау,B2,
соқыр,B2,
губерния,B2,
отарсыз,B1,
лауреат,B1,
көркею,B2,
құқылы,B1,
білімпаз,B1,
сыйлы,B2,
шағымдану,B1,
инфляция,B1,
көші-қон,B1,
лақ,B1,
шикі,B1,
жүкті,B1,
периодтық,B2,
жұбату,B1,
қатесіз,B2,
болысу,B1,
зұлымдық,B1,
көбірек,B1,
айтулы,B1,
көкек,B1,
атомдық,B2,
толғаныс,B2,
тұрмыстық,B1,
алқа,B2,
аңыз-әңгіме,B2,
сергіту,B2,
қылғыу,B1,
шарбақ,B1,
цех,B1,
сүйінші,B1,
жұмыссыздық,B1,
бақсы,B1,
советтік,B2,
салым,B1,
тұтастай,B1,
тұнық,B2,
көкжиек,B2,
жер-су,B1,
қарсыластық,B2,
салалау,B2,
қарым,B2,
аң-құс,B2,
қисық,B2,
отырғызу,B1,
аян,B2,
сескену,B2,
әділетсіз,B1,
құлып,B1,
балақай,A2,
сілті,B2,
себу,B1,
қамқоршы,B2,
төте,B2,
ұялы,B1,
факт,B1,
жабдық,B2,
эпикалық,B1,
құштар,B1,
энергетика,B2,
бәсекелес,B1,
жолау,B1,
қымбаттау,B1,
вариант,B1,
ыза,B1,
жамылғы,B2,
мәнер,B1,
жаргон,B1,
кофе,B1,
ресімделу,B2,
себепші,B2,
жалпыұлттық,B2,
жарқ,B1,
қанағат,B2,
менеджер,B1,
шыбық,B1,
сақтық,B2,
мұндайда,B2,
жалқау,B2,
дерек-дәлел,B1,
өлшеуіш,B2,
лезде,B2,
жаңарту,B1,
зияткерлік,B2,
қайдағы,A2,
менеджмент,B1,
фонетикалық,B1,
ұяшық,B2,
энергетикалық,B2,
сазгер,B2,
жармасу,B1,
түтік,B2,
тұтқа,B1,
әу,B2,
басқыншы,B2,
бірін-бірі,B1,
айырбастау,B2,
құба,B1,
қажы,B2,
квота,B1,
контекст,B1,
тәлім,B2,
куәландыру,B1,
тұтқындау,B1,
тентек,B1,
жанашырлық,B2,
функционалдық,B1,
қыртыс,B2,
жебе,B2,
тырнау,B2,
шомылу,B1,
сездіру,B1,
ұшқын,B2,
жетінші,B1,
инновация,B1,
диаспора,B1,
өлік,B1,
елік,B2,
жылдай,B2,
жұбай,B2,
мәртебелі,B1,
толеранттылық,B1,
дербестік,B2,
қабу,B1,
аспаз,B2,
қорғану,B2,
жұмыссыз,B1,
шахта,B1,
құбылу,B2,
соғылу,B1,
тиін,B1,
айғыр,B2,
адрес,B2,
сәлемдесу,B2,
құрылыс-монтаж,B1,
ұра,B1,
қолдық,B2,
өршіу,B1,
қуғын-сүргін,B2,
карточка,B2,
сағыз,B1,
тапқыр,B2,
сабақтастық,B1,
түзелу,B1,
қаттылық,B1,
ыдыс-аяқ,B2,
старшын,B2,
өнерлі,B2,
ауыртпалық,B2,
бірте-бірте,B2,
жаратушы,B1,
данышпан,B1,
абсолют,B2,
аялау,B2,
жорғалау,B2,
сүрлеу,B2,
жетек,B1,
тиек,B1,
қирау,B1,
сөйлету,B1,
лебіз,B2,
мултьфильм,A2,
сана-сезім,B2,
таңғажайып,B2,
төртеу,B1,
жекпе-жек,B2,
хор,B2,
дұға,B1,
ағайынды,B2,
өкпелеу,B1,
тездету,B1,
химикат,B1,
білімділік,B2,
ауырлау,B2,
диссоциация,B2,
өтпелі,B1,
тану,B2,
сілкіу,B1,
сүңгі,B1,
маңыздылық,B2,
таратылу,B2,
тесік,B1,
логикалық,B2,
теңестіру,B1,
мутация,B2,
сұхбаттасу,B2,
патриотизм,B1,
оғыз,B2,
елестеу,B1,
жыршы,B2,d?
ешқайда,B1,d
асқақтау,B1,
жазғытұры,B2,
балға,B1,
жан-жануар,B2,
түлік,B2,
қапшық,B2,
әлеумет,B1,
америкалық,B1,
тотықтырғыш,B2,
қорық,B2,
орналастырылу,B1,
жақсылау,B1,
қолтаңба,B2,
босқын,B1,
жарғылық,B2,
берісу,B2,
сулы,B2,
бүлдіршін,B2,
стақан,B2,
дәулет,B1,u/\?
сырға,B2,
дәрігерлік,B1,
тапшы,B1,
мұңаю,B1,
түйісу,B2,
дәліз,B1,
қайрылу,B1,
кеспеқағаз,B2,
адресат,B2,
сабақтас,B1,
мердігер,B1,
шолақ,B2,
сырттай,B2,
қаңқа,B2,
акционер,B2,
металлургия,B2,
төрайым,B1,
паш,B2,
ару,B2,
жетекшілік,B1,
қараңғылық,B1,
қатарлы,B2,
мүмкіншілік,B1,
ұрық,B2,
фосфор,B2,
сауаттылық,B2,
үйлесімділік,B2,
әкеліну,B2,
сақылдау,B1,
керу,B2,
қоштасу,B1,
табандылық,B2,
маза,B1,
мемлекеттілік,B1,
жоғарылау,B2,
айғай,B2,
нәр,B2,d
құрылысшы,B2,
жауыз,B1,
қапас,B1,
тысқары,B2,
шек,B2,
үстем,B2,
шиеленіс,B2,
шегарашылық,B1,
меже,B1,
кереге,B2,
қайырлы,A2,
эмоция,B1,
хрестоматия,B2,
таңғы,B1,
ноғай,B2,
құнарлы,B2,
жұмылдыру,B1,
көрнекі,B1,
қарауыл,B2,
пенен,B2,
зыту,B2,
тырысқақ,B2,
синтаксис,B1,
кигізу,B1,
момын,B1,
білезік,B2,
тілші,A2,
ор,B2,
кесене,B2,
сыйластық,B2,
факультативтік,B1,
серпін,B1,
жеміс-жидек,B2,A2
бейорганикалық,B2,
моншақ,B2,d
азаптау,B1,
ансамбль,B1,
оттау,B1,
жынды,B1,d
үкіметаралық,B1,
қойын-қоныш,A2,
ләззат,B2,
фашист,B2,
иемдену,B2,
жасату,B1,
құрсақ,B2,
жуас,B1,
самал,B2,
төрелік,B2,
аграрлық,B2,
нәресте,B1,
адым,B2,
жанама,B2,
бөгелу,B1,
еркелету,B2,
салдыру,B2,
бастаушы,B1,
сарт,B1,
емін-еркін,B2,
нышан,B2,
шеге,B1,
қатардағы,B2,
коммунизм,B1,
қанығу,B2,
кремль,B2,
қармақ,B1,
салбырау,B1,
бар-жоғы,B1,
іні-дос,B1,
дарындылық,B1,
коммерция,B1,
қысу,B1,
аң-таң,B1,
рамазан,B2,
егеу,B2,
обал,B1,
жаралау,B1,
кәдімгідей,B1,
сауықтыру,B1,
қиыр,B2,
япыр-ай,B1,
бекет,B2,
келісілу,B2,
жауын-шашын,B2,d
хромосома,B2,
ауқым,B2,
өтемақы,B1,
іргетас,B2,
ұтымды,B1,
дұрыстық,B2,
сыңай,B1,
дүнген,B2,
өш,B1,
параграф,B2,
қорыну,B1,
қышқылдық,B2,
геология,B2,
ұйымдық,B1,
тебірену,B2,
минерал,B2,
отырысу,B1,
қуанышты,B2,A2